# Results on Thursday December 20 2018 22:01:57 UTC.,,,,,,,,,,,,,
# USER AGENT: Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.80 Safari/537.36,,,,,,,,,,,,
# Design number was non-random = 293,,,,,,,,,,,,,
#,,,,,,,,,,,,,
# Columns below this comment are as follows:,,,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,,,
'# 2. MD5 hash of participant''s IP address.',,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,,,
# 8. Field name.,,,,,,,,,,,,,
# 9. Field value.,,,,,,,,,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,1,0,inst,NULL,other_reason,,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,1,0,inst,NULL,Color,5,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,1,0,inst,NULL,Language,Yes,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,1,0,inst,NULL,Age,30-49,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,1,0,inst,NULL,Gender,Female,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,1,0,inst,NULL,Education,Ed2,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,1,0,inst,NULL,Occupation,O5,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,1,0,inst,NULL,_REACTION_TIME_,46106,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,2,0,inst,NULL,_REACTION_TIME_,7333,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,Form,15,0,introTraining.P,NULL,_REACTION_TIME_,6168,,,,,
# Columns below this comment are as follows:,,,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,,,
'# 2. MD5 hash of participant''s IP address.',,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,,,
# 8. Field name.,,,,,,,,,,,,,
# 9. Field value.,,,,,,,,,,,,,
# 10. Field text.,,,,,,,,,,,,,
# 11. Field correct text.,,,,,,,,,,,,,
# 12. Field correct.,,,,,,,,,,,,,
# 13. Html.,,,,,,,,,,,,,
# 14. Timeout.,,,,,,,,,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,3,0,training.P,NULL,who,Cube*,Cube group,Cube group,True,train-p.html,False
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,3,0,training.P,NULL,what,hotel*,hotel,hotel,True,train-p.html,False
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,3,0,training.P,NULL,where,Gibbonland*,Gibbonland,Gibbonland,True,train-p.html,False
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,3,0,training.P,NULL,month,January*,January,January,True,train-p.html,False
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,3,0,training.P,NULL,day,1*,1,1,True,train-p.html,False
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,3,0,training.P,NULL,time,11:00*,11:00,11:00,True,train-p.html,False
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,3,0,training.P,NULL,ampm,PM*,PM,PM,True,train-p.html,False
# Columns below this comment are as follows:,,,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,,,
'# 2. MD5 hash of participant''s IP address.',,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,,,
# 8. Field name.,,,,,,,,,,,,,
# 9. Field value.,,,,,,,,,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,3,0,training.P,NULL,_REACTION_TIME_,44937,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,Form,5,0,afterScen,NULL,_REACTION_TIME_,7425,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,Form,16,0,introTraining.M,NULL,_REACTION_TIME_,4729,,,,,
# Columns below this comment are as follows:,,,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,,,
'# 2. MD5 hash of participant''s IP address.',,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,,,
# 8. Field name.,,,,,,,,,,,,,
# 9. Field value.,,,,,,,,,,,,,
# 10. Field text.,,,,,,,,,,,,,
# 11. Field correct text.,,,,,,,,,,,,,
# 12. Field correct.,,,,,,,,,,,,,
# 13. Html.,,,,,,,,,,,,,
# 14. Timeout.,,,,,,,,,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,4,0,training.M,NULL,who,Tetrahedron*,Tetrahedron group,Tetrahedron group,True,train-m.html,False
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,4,0,training.M,NULL,what,military-base*,military base,military base,True,train-m.html,False
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,4,0,training.M,NULL,where,Lemurland*,Lemurland,Lemurland,True,train-m.html,False
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,4,0,training.M,NULL,month,March*,March,March,True,train-m.html,False
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,4,0,training.M,NULL,day,1*,1,1,True,train-m.html,False
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,4,0,training.M,NULL,time,3:00*,3:00,3:00,True,train-m.html,False
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,4,0,training.M,NULL,ampm,AM*,AM,AM,True,train-m.html,False
# Columns below this comment are as follows:,,,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,,,
'# 2. MD5 hash of participant''s IP address.',,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,,,
# 8. Field name.,,,,,,,,,,,,,
# 9. Field value.,,,,,,,,,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,4,0,training.M,NULL,_REACTION_TIME_,52773,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,Form,5,0,afterScen,NULL,_REACTION_TIME_,4036,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,6,0,trust-pre,NULL,1,6,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,6,0,trust-pre,NULL,2,1,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,6,0,trust-pre,NULL,3,1,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,6,0,trust-pre,NULL,4,1,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,6,0,trust-pre,NULL,5,1,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,6,0,trust-pre,NULL,6,6,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,6,0,trust-pre,NULL,7,4,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,6,0,trust-pre,NULL,8,4,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,6,0,trust-pre,NULL,9,6,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,6,0,trust-pre,NULL,10,6,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,6,0,trust-pre,NULL,11,6,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,6,0,trust-pre,NULL,12,4,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,6,0,trust-pre,NULL,_REACTION_TIME_,26337,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,Form,17,0,introTest,NULL,_REACTION_TIME_,9767,,,,,
# Columns below this comment are as follows:,,,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,,,
'# 2. MD5 hash of participant''s IP address.',,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,,,
# 8. Field name.,,,,,,,,,,,,,
# 9. Field value.,,,,,,,,,,,,,
# 10. Field text.,,,,,,,,,,,,,
# 11. Field correct text.,,,,,,,,,,,,,
# 12. Field correct.,,,,,,,,,,,,,
# 13. Html.,,,,,,,,,,,,,
# 14. Timeout.,,,,,,,,,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,12,0,testing,p,who,Silver*,Silver group,Silver group,True,scen4-p.html,False
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,12,0,testing,p,what,secular-school*,a secular school,a secular school,True,scen4-p.html,False
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,12,0,testing,p,where,Sigmaland,Sigmaland,Omicronland,False,scen4-p.html,False
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,12,0,testing,p,month,January*,January,January,True,scen4-p.html,False
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,12,0,testing,p,day,1*,1,1,True,scen4-p.html,False
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,12,0,testing,p,time,9:00*,9:00,9:00,True,scen4-p.html,False
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,12,0,testing,p,ampm,AM*,AM,AM,True,scen4-p.html,False
# Columns below this comment are as follows:,,,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,,,
'# 2. MD5 hash of participant''s IP address.',,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,,,
# 8. Field name.,,,,,,,,,,,,,
# 9. Field value.,,,,,,,,,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,12,0,testing,p,_REACTION_TIME_,224150,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,Form,5,0,afterScen,NULL,_REACTION_TIME_,3799,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,Form,18,0,betweenTest,NULL,_REACTION_TIME_,1022,,,,,
# Columns below this comment are as follows:,,,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,,,
'# 2. MD5 hash of participant''s IP address.',,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,,,
# 8. Field name.,,,,,,,,,,,,,
# 9. Field value.,,,,,,,,,,,,,
# 10. Field text.,,,,,,,,,,,,,
# 11. Field correct text.,,,,,,,,,,,,,
# 12. Field correct.,,,,,,,,,,,,,
# 13. Html.,,,,,,,,,,,,,
# 14. Timeout.,,,,,,,,,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,13,0,testing,p,who,Violet*,Violet group,Violet group,True,scen1-p.html,False
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,13,0,testing,p,what,dignitary-visiting,visiting dignitary,financial institution,False,scen1-p.html,False
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,13,0,testing,p,where,Psiland*,Psiland,Psiland,True,scen1-p.html,False
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,13,0,testing,p,month,April*,April,April,True,scen1-p.html,False
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,13,0,testing,p,day,5*,5,5,True,scen1-p.html,False
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,13,0,testing,p,time,11:00*,11:00,11:00,True,scen1-p.html,False
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,13,0,testing,p,ampm,AM*,AM,AM,True,scen1-p.html,False
# Columns below this comment are as follows:,,,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,,,
'# 2. MD5 hash of participant''s IP address.',,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,,,
# 8. Field name.,,,,,,,,,,,,,
# 9. Field value.,,,,,,,,,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,13,0,testing,p,_REACTION_TIME_,170444,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,Form,5,0,afterScen,NULL,_REACTION_TIME_,2881,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,14,0,trust-post,p,1,1,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,14,0,trust-post,p,2,1,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,14,0,trust-post,p,3,1,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,14,0,trust-post,p,4,1,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,14,0,trust-post,p,5,1,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,14,0,trust-post,p,6,5,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,14,0,trust-post,p,7,5,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,14,0,trust-post,p,8,5,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,14,0,trust-post,p,9,5,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,14,0,trust-post,p,10,5,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,14,0,trust-post,p,11,5,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,14,0,trust-post,p,12,5,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,14,0,trust-post,p,_REACTION_TIME_,23186,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,Form,7,0,comments,NULL,comments,i just read all the available information and put together an educated guess,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,Form,7,0,comments,NULL,notes,No,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,Form,7,0,comments,NULL,_REACTION_TIME_,25099,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,Form,21,0,end.b,NULL,mental,16,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,Form,21,0,end.b,NULL,physical,1,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,Form,21,0,end.b,NULL,temp,1,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,Form,21,0,end.b,NULL,success,5,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,Form,21,0,end.b,NULL,perf,19,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,Form,21,0,end.b,NULL,stress,3,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,Form,21,0,end.b,NULL,preference,1,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,Form,21,0,end.b,NULL,_REACTION_TIME_,31616,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,8,0,pilot,NULL,pilotQ1,no ,,,,,
1545343317,b516f0ae9825deaddb28e81e1441f763,FormC,8,0,pilot,NULL,_REACTION_TIME_,4914,,,,,
#,,,,,,,,,,,,,
